sampleid	biosample	bioproject	reads	primer_group	genus	species	old_new_world	pathogen	common_name	diet_org	diet_assumed	diet_1	diet_2	diet_group	diet_cat	sex	reprod_stage	total_sample_no	sample_type	collection_year	captive_wild	habitat_assumed	habitat_group	habitat_level_1	habitat_level_2	roost_group	sociality_x	foraging	collection_location	country	continent	virus	body_mass_g	litter_size	litters_peryear	longevity_month	sociality_y	torpor_use
SAMN13897405	SAMN13897405_SRR10920339	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Rio_Encantado	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897402	SAMN13897402_SRR10920342	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Rio_Encantado	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897400	SAMN13897400_SRR10920344	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Rio_Encantado	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897388	SAMN13897388_SRR10920357	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Rio_Encantado	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897387	SAMN13897387_SRR10920417	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Rio_Encantado	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897386	SAMN13897386_SRR10920418	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Rio_Encantado	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897384	SAMN13897384_SRR10920420	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Rio_Encantado	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897383	SAMN13897383_SRR10920421	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897380	SAMN13897380_SRR10920424	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897375	SAMN13897375_SRR10920430	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897374	SAMN13897374_SRR10920431	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897373	SAMN13897373_SRR10920432	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897371	SAMN13897371_SRR10920434	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897370	SAMN13897370_SRR10920435	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897368	SAMN13897368_SRR10920437	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897367	SAMN13897367_SRR10920439	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897366	SAMN13897366_SRR10920440	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897365	SAMN13897365_SRR10920441	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897364	SAMN13897364_SRR10920442	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897360	SAMN13897360_SRR10920474	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897359	SAMN13897359_SRR10920475	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897356	SAMN13897356_SRR10920479	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897355	SAMN13897355_SRR10920480	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Rio_Encantado	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897352	SAMN13897352_SRR10920483	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897351	SAMN13897351_SRR10920484	PRJNA602518	paired	V4_1	Erophylla	Erophylla_sezekorni	new_world	Herpesviruses_probably	Buffy_flower_bat	Euryphagous	Omnivorous	Pollen	Fruits	Fruits_Insects	Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Herpesviruses_probably	15.87	1	NA	NA	Colonial	NA
SAMN13897350	SAMN13897350_SRR10920485	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897348	SAMN13897348_SRR10920487	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Aguas_Buenas	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897344	SAMN13897344_SRR10920492	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897342	SAMN13897342_SRR10920494	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897341	SAMN13897341_SRR10920495	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897340	SAMN13897340_SRR10920496	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897336	SAMN13897336_SRR10920560	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897335	SAMN13897335_SRR10920561	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897333	SAMN13897333_SRR10920563	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897330	SAMN13897330_SRR10920566	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897326	SAMN13897326_SRR10920571	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897324	SAMN13897324_SRR10920573	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897323	SAMN13897323_SRR10920574	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897322	SAMN13897322_SRR10920575	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897320	SAMN13897320_SRR10920577	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897318	SAMN13897318_SRR10920579	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897314	SAMN13897314_SRR10920584	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897312	SAMN13897312_SRR10920586	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897310	SAMN13897310_SRR10920501	PRJNA602518	paired	V4_1	Brachyphylla	Brachyphylla_cavernarum	new_world	Lyssaviruses_probably	Antillean_fruit-eating_bat	Euryphagous	Omnivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_scrub	Cave	Colonial	clutter_specialist	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses_probably	45.5	1	1.5	NA	Colonial	NA
SAMN13897307	SAMN13897307_SRR10920505	PRJNA602518	paired	V4_1	Artibeus	Artibeus_jamaicensis	new_world	Arenaviruses	Jamaican_fruit_bat	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous_Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_savanna	Exposed	Social	gleaning	Aguas_Buenas	Puerto_Rico	North_America	Arenaviruses	43.63	1	2	120	Social	NA
SAMN13897304	SAMN13897304_SRR10920508	PRJNA602518	paired	V4_1	Artibeus	Artibeus_jamaicensis	new_world	Arenaviruses	Jamaican_fruit_bat	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous_Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_savanna	Exposed	Social	gleaning	Aguas_Buenas	Puerto_Rico	North_America	Arenaviruses	43.63	1	2	120	Social	NA
SAMN13897302	SAMN13897302_SRR10920510	PRJNA602518	paired	V4_1	Artibeus	Artibeus_jamaicensis	new_world	Arenaviruses	Jamaican_fruit_bat	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous_Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_savanna	Exposed	Social	gleaning	Aguas_Buenas	Puerto_Rico	North_America	Arenaviruses	43.63	1	2	120	Social	NA
SAMN13897300	SAMN13897300_SRR10920512	PRJNA602518	paired	V4_1	Artibeus	Artibeus_jamaicensis	new_world	Arenaviruses	Jamaican_fruit_bat	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous_Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_savanna	Exposed	Social	gleaning	Aguas_Buenas	Puerto_Rico	North_America	Arenaviruses	43.63	1	2	120	Social	NA
SAMN13897299	SAMN13897299_SRR10920513	PRJNA602518	paired	V4_1	Artibeus	Artibeus_jamaicensis	new_world	Arenaviruses	Jamaican_fruit_bat	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous_Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_savanna	Exposed	Social	gleaning	Rio_Encantado	Puerto_Rico	North_America	Arenaviruses	43.63	1	2	120	Social	NA
SAMN13897298	SAMN13897298_SRR10920514	PRJNA602518	paired	V4_1	Artibeus	Artibeus_jamaicensis	new_world	Arenaviruses	Jamaican_fruit_bat	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous_Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_savanna	Exposed	Social	gleaning	Rio_Encantado	Puerto_Rico	North_America	Arenaviruses	43.63	1	2	120	Social	NA
SAMN13897297	SAMN13897297_SRR10920516	PRJNA602518	paired	V4_1	Artibeus	Artibeus_jamaicensis	new_world	Arenaviruses	Jamaican_fruit_bat	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous_Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_savanna	Exposed	Social	gleaning	Rio_Encantado	Puerto_Rico	North_America	Arenaviruses	43.63	1	2	120	Social	NA
SAMN13897293	SAMN13897293_SRR10920520	PRJNA602518	paired	V4_1	Artibeus	Artibeus_jamaicensis	new_world	Arenaviruses	Jamaican_fruit_bat	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous_Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_savanna	Exposed	Social	gleaning	Rio_Encantado	Puerto_Rico	North_America	Arenaviruses	43.63	1	2	120	Social	NA
SAMN13897292	SAMN13897292_SRR10920521	PRJNA602518	paired	V4_1	Artibeus	Artibeus_jamaicensis	new_world	Arenaviruses	Jamaican_fruit_bat	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous_Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_savanna	Exposed	Social	gleaning	Rio_Encantado	Puerto_Rico	North_America	Arenaviruses	43.63	1	2	120	Social	NA
SAMN13897289	SAMN13897289_SRR10920524	PRJNA602518	paired	V4_1	Artibeus	Artibeus_jamaicensis	new_world	Arenaviruses	Jamaican_fruit_bat	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous_Nectarivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_savanna	Exposed	Social	gleaning	Rio_Encantado	Puerto_Rico	North_America	Arenaviruses	43.63	1	2	120	Social	NA
SAMN13897285	SAMN13897285_SRR10920269	PRJNA602518	paired	V4_1	Artibeus	Artibeus_jamaicensis	new_world	Arenaviruses	Jamaican_fruit_bat	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous_Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_savanna	Exposed	Social	gleaning	Rio_Encantado	Puerto_Rico	North_America	Arenaviruses	43.63	1	2	120	Social	NA
SAMN13897283	SAMN13897283_SRR10920271	PRJNA602518	paired	V4_1	Artibeus	Artibeus_jamaicensis	new_world	Arenaviruses	Jamaican_fruit_bat	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous_Nectarivorous	Female	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_savanna	Exposed	Social	gleaning	Rio_Encantado	Puerto_Rico	North_America	Arenaviruses	43.63	1	2	120	Social	NA
